shard_id,projection_id,hf_module_path,sim_module_path,sim_layer,target_gpt2_block,qkv_component,sim_input_start,sim_input_end,sim_output_start,sim_output_end,canonical_row_start,canonical_row_end,canonical_col_start,canonical_col_end,tile_id,tier_id,policy,placement_seed,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score
decoder_stack.layers.2.k_proj_out#r0c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,0,512,0,512,768,1280,0,512,36,0,hardware_only,42,262144,1769472,0.14814814814814814,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r0c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,0,512,512,768,1280,1536,0,512,39,0,hardware_only,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r1c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,512,768,0,512,768,1280,512,768,40,0,hardware_only,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.k_proj_out#r1c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.k_proj_out,2,3,K,512,768,512,768,1280,1536,512,768,42,0,hardware_only,42,65536,1769472,0.037037037037037035,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r0c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,0,512,0,512,1536,2048,0,512,44,0,hardware_only,42,262144,1769472,0.14814814814814814,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r0c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,0,512,512,768,2048,2304,0,512,45,0,hardware_only,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r1c0,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,512,768,0,512,1536,2048,512,768,47,0,hardware_only,42,131072,1769472,0.07407407407407407,0.6515651177712506
decoder_stack.layers.2.v_proj_out#r1c1,block_3/attn.c_attn,transformer.h.3.attn.c_attn,decoder_stack.layers.2.v_proj_out,2,3,V,512,768,512,768,2048,2304,512,768,48,0,hardware_only,42,65536,1769472,0.037037037037037035,0.6515651177712506
decoder_stack.layers.2.out_proj#r0c0,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,0,512,0,512,0,512,0,512,49,0,hardware_only,42,262144,589824,0.4444444444444444,0.14741466404128117
decoder_stack.layers.2.out_proj#r0c1,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,0,512,512,768,512,768,0,512,50,0,hardware_only,42,131072,589824,0.2222222222222222,0.14741466404128117
decoder_stack.layers.2.out_proj#r1c0,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,512,768,0,512,0,512,512,768,51,0,hardware_only,42,131072,589824,0.2222222222222222,0.14741466404128117
decoder_stack.layers.2.out_proj#r1c1,block_2/attn.c_proj,transformer.h.2.attn.c_proj,decoder_stack.layers.2.out_proj,2,2,,512,768,512,768,512,768,512,768,52,0,hardware_only,42,65536,589824,0.1111111111111111,0.14741466404128117
decoder_stack.layers.2.ffn1#r0c0,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,0,512,0,512,0,512,53,0,hardware_only,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c1,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,512,1024,512,1024,0,512,54,0,hardware_only,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c2,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,1024,1536,1024,1536,0,512,55,0,hardware_only,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c3,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,1536,2048,1536,2048,0,512,56,0,hardware_only,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c4,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,2048,2560,2048,2560,0,512,37,4,hardware_only,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r0c5,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,0,512,2560,3072,2560,3072,0,512,60,4,hardware_only,42,262144,2359296,0.1111111111111111,2.481946720853802
decoder_stack.layers.2.ffn1#r1c0,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,0,512,0,512,512,768,24,4,hardware_only,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c1,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,512,1024,512,1024,512,768,43,4,hardware_only,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c2,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,1024,1536,1024,1536,512,768,67,4,hardware_only,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c3,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,1536,2048,1536,2048,512,768,41,4,hardware_only,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c4,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,2048,2560,2048,2560,512,768,38,4,hardware_only,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn1#r1c5,block_2/mlp.c_fc,transformer.h.2.mlp.c_fc,decoder_stack.layers.2.ffn1,2,2,,512,768,2560,3072,2560,3072,512,768,14,4,hardware_only,42,131072,2359296,0.05555555555555555,2.481946720853802
decoder_stack.layers.2.ffn2#r0c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,0,512,0,512,0,512,0,512,57,0,hardware_only,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r0c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,0,512,512,768,512,768,0,512,58,0,hardware_only,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r1c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,512,1024,0,512,0,512,512,1024,59,0,hardware_only,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r1c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,512,1024,512,768,512,768,512,1024,61,0,hardware_only,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r2c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1024,1536,0,512,0,512,1024,1536,37,5,hardware_only,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r2c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1024,1536,512,768,512,768,1024,1536,60,5,hardware_only,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r3c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1536,2048,0,512,0,512,1536,2048,24,5,hardware_only,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r3c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,1536,2048,512,768,512,768,1536,2048,43,5,hardware_only,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r4c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2048,2560,0,512,0,512,2048,2560,67,5,hardware_only,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r4c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2048,2560,512,768,512,768,2048,2560,41,5,hardware_only,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.2.ffn2#r5c0,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2560,3072,0,512,0,512,2560,3072,38,5,hardware_only,42,262144,2359296,0.1111111111111111,1.524258107683115
decoder_stack.layers.2.ffn2#r5c1,block_2/mlp.c_proj,transformer.h.2.mlp.c_proj,decoder_stack.layers.2.ffn2,2,2,,2560,3072,512,768,512,768,2560,3072,14,5,hardware_only,42,131072,2359296,0.05555555555555555,1.524258107683115
decoder_stack.layers.3.q_proj_out#r0c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,0,512,0,512,0,512,0,512,62,0,hardware_only,42,262144,1769472,0.14814814814814814,0.738783729916662
decoder_stack.layers.3.q_proj_out#r0c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,0,512,512,768,512,768,0,512,63,0,hardware_only,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.q_proj_out#r1c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,512,768,0,512,0,512,512,768,64,0,hardware_only,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.q_proj_out#r1c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.q_proj_out,3,4,Q,512,768,512,768,512,768,512,768,65,0,hardware_only,42,65536,1769472,0.037037037037037035,0.738783729916662
decoder_stack.layers.3.k_proj_out#r0c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,0,512,0,512,768,1280,0,512,66,0,hardware_only,42,262144,1769472,0.14814814814814814,0.738783729916662
decoder_stack.layers.3.k_proj_out#r0c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,0,512,512,768,1280,1536,0,512,68,0,hardware_only,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.k_proj_out#r1c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,512,768,0,512,768,1280,512,768,69,0,hardware_only,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.k_proj_out#r1c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.k_proj_out,3,4,K,512,768,512,768,1280,1536,512,768,70,0,hardware_only,42,65536,1769472,0.037037037037037035,0.738783729916662
decoder_stack.layers.3.v_proj_out#r0c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,0,512,0,512,1536,2048,0,512,0,1,hardware_only,42,262144,1769472,0.14814814814814814,0.738783729916662
decoder_stack.layers.3.v_proj_out#r0c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,0,512,512,768,2048,2304,0,512,1,1,hardware_only,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.v_proj_out#r1c0,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,512,768,0,512,1536,2048,512,768,2,1,hardware_only,42,131072,1769472,0.07407407407407407,0.738783729916662
decoder_stack.layers.3.v_proj_out#r1c1,block_4/attn.c_attn,transformer.h.4.attn.c_attn,decoder_stack.layers.3.v_proj_out,3,4,V,512,768,512,768,2048,2304,512,768,3,1,hardware_only,42,65536,1769472,0.037037037037037035,0.738783729916662
decoder_stack.layers.3.out_proj#r0c0,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,3,,0,512,0,512,0,512,0,512,4,1,hardware_only,42,262144,589824,0.4444444444444444,0.08788964415991174
decoder_stack.layers.3.out_proj#r0c1,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,3,,0,512,512,768,512,768,0,512,5,1,hardware_only,42,131072,589824,0.2222222222222222,0.08788964415991174
decoder_stack.layers.3.out_proj#r1c0,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,3,,512,768,0,512,0,512,512,768,6,1,hardware_only,42,131072,589824,0.2222222222222222,0.08788964415991174
decoder_stack.layers.3.out_proj#r1c1,block_3/attn.c_proj,transformer.h.3.attn.c_proj,decoder_stack.layers.3.out_proj,3,3,,512,768,512,768,512,768,512,768,7,1,hardware_only,42,65536,589824,0.1111111111111111,0.08788964415991174
decoder_stack.layers.3.ffn1#r0c0,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,0,512,0,512,0,512,0,512,8,1,hardware_only,42,262144,2359296,0.1111111111111111,0.163841799681272
decoder_stack.layers.3.ffn1#r0c1,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,0,512,512,1024,512,1024,0,512,9,1,hardware_only,42,262144,2359296,0.1111111111111111,0.163841799681272
decoder_stack.layers.3.ffn1#r0c2,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,0,512,1024,1536,1024,1536,0,512,10,1,hardware_only,42,262144,2359296,0.1111111111111111,0.163841799681272
decoder_stack.layers.3.ffn1#r0c3,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,0,512,1536,2048,1536,2048,0,512,11,1,hardware_only,42,262144,2359296,0.1111111111111111,0.163841799681272
decoder_stack.layers.3.ffn1#r0c4,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,0,512,2048,2560,2048,2560,0,512,37,6,hardware_only,42,262144,2359296,0.1111111111111111,0.163841799681272
decoder_stack.layers.3.ffn1#r0c5,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,0,512,2560,3072,2560,3072,0,512,60,6,hardware_only,42,262144,2359296,0.1111111111111111,0.163841799681272
decoder_stack.layers.3.ffn1#r1c0,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,512,768,0,512,0,512,512,768,24,6,hardware_only,42,131072,2359296,0.05555555555555555,0.163841799681272
decoder_stack.layers.3.ffn1#r1c1,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,512,768,512,1024,512,1024,512,768,43,6,hardware_only,42,131072,2359296,0.05555555555555555,0.163841799681272
decoder_stack.layers.3.ffn1#r1c2,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,512,768,1024,1536,1024,1536,512,768,67,6,hardware_only,42,131072,2359296,0.05555555555555555,0.163841799681272
decoder_stack.layers.3.ffn1#r1c3,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,512,768,1536,2048,1536,2048,512,768,41,6,hardware_only,42,131072,2359296,0.05555555555555555,0.163841799681272
decoder_stack.layers.3.ffn1#r1c4,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,512,768,2048,2560,2048,2560,512,768,38,6,hardware_only,42,131072,2359296,0.05555555555555555,0.163841799681272
decoder_stack.layers.3.ffn1#r1c5,block_3/mlp.c_fc,transformer.h.3.mlp.c_fc,decoder_stack.layers.3.ffn1,3,3,,512,768,2560,3072,2560,3072,512,768,14,6,hardware_only,42,131072,2359296,0.05555555555555555,0.163841799681272
decoder_stack.layers.3.ffn2#r0c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,0,512,0,512,0,512,0,512,12,1,hardware_only,42,262144,2359296,0.1111111111111111,0.9666221786910064
decoder_stack.layers.3.ffn2#r0c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,0,512,512,768,512,768,0,512,13,1,hardware_only,42,131072,2359296,0.05555555555555555,0.9666221786910064
decoder_stack.layers.3.ffn2#r1c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,512,1024,0,512,0,512,512,1024,15,1,hardware_only,42,262144,2359296,0.1111111111111111,0.9666221786910064
decoder_stack.layers.3.ffn2#r1c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,512,1024,512,768,512,768,512,1024,16,1,hardware_only,42,131072,2359296,0.05555555555555555,0.9666221786910064
decoder_stack.layers.3.ffn2#r2c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,1024,1536,0,512,0,512,1024,1536,37,7,hardware_only,42,262144,2359296,0.1111111111111111,0.9666221786910064
decoder_stack.layers.3.ffn2#r2c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,1024,1536,512,768,512,768,1024,1536,60,7,hardware_only,42,131072,2359296,0.05555555555555555,0.9666221786910064
decoder_stack.layers.3.ffn2#r3c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,1536,2048,0,512,0,512,1536,2048,24,7,hardware_only,42,262144,2359296,0.1111111111111111,0.9666221786910064
decoder_stack.layers.3.ffn2#r3c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,1536,2048,512,768,512,768,1536,2048,43,7,hardware_only,42,131072,2359296,0.05555555555555555,0.9666221786910064
decoder_stack.layers.3.ffn2#r4c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,2048,2560,0,512,0,512,2048,2560,67,7,hardware_only,42,262144,2359296,0.1111111111111111,0.9666221786910064
decoder_stack.layers.3.ffn2#r4c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,2048,2560,512,768,512,768,2048,2560,41,7,hardware_only,42,131072,2359296,0.05555555555555555,0.9666221786910064
decoder_stack.layers.3.ffn2#r5c0,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,2560,3072,0,512,0,512,2560,3072,38,7,hardware_only,42,262144,2359296,0.1111111111111111,0.9666221786910064
decoder_stack.layers.3.ffn2#r5c1,block_3/mlp.c_proj,transformer.h.3.mlp.c_proj,decoder_stack.layers.3.ffn2,3,3,,2560,3072,512,768,512,768,2560,3072,14,7,hardware_only,42,131072,2359296,0.05555555555555555,0.9666221786910064
decoder_stack.layers.4.q_proj_out#r0c0,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,5,Q,0,512,0,512,0,512,0,512,18,1,hardware_only,42,262144,1769472,0.14814814814814814,1.2303912313897905
decoder_stack.layers.4.q_proj_out#r0c1,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,5,Q,0,512,512,768,512,768,0,512,19,1,hardware_only,42,131072,1769472,0.07407407407407407,1.2303912313897905
decoder_stack.layers.4.q_proj_out#r1c0,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,5,Q,512,768,0,512,0,512,512,768,20,1,hardware_only,42,131072,1769472,0.07407407407407407,1.2303912313897905
decoder_stack.layers.4.q_proj_out#r1c1,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.q_proj_out,4,5,Q,512,768,512,768,512,768,512,768,21,1,hardware_only,42,65536,1769472,0.037037037037037035,1.2303912313897905
decoder_stack.layers.4.k_proj_out#r0c0,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,5,K,0,512,0,512,768,1280,0,512,22,1,hardware_only,42,262144,1769472,0.14814814814814814,1.2303912313897905
decoder_stack.layers.4.k_proj_out#r0c1,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,5,K,0,512,512,768,1280,1536,0,512,25,1,hardware_only,42,131072,1769472,0.07407407407407407,1.2303912313897905
decoder_stack.layers.4.k_proj_out#r1c0,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,5,K,512,768,0,512,768,1280,512,768,26,1,hardware_only,42,131072,1769472,0.07407407407407407,1.2303912313897905
decoder_stack.layers.4.k_proj_out#r1c1,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.k_proj_out,4,5,K,512,768,512,768,1280,1536,512,768,27,1,hardware_only,42,65536,1769472,0.037037037037037035,1.2303912313897905
decoder_stack.layers.4.v_proj_out#r0c0,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,5,V,0,512,0,512,1536,2048,0,512,28,1,hardware_only,42,262144,1769472,0.14814814814814814,1.2303912313897905
decoder_stack.layers.4.v_proj_out#r0c1,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,5,V,0,512,512,768,2048,2304,0,512,29,1,hardware_only,42,131072,1769472,0.07407407407407407,1.2303912313897905
decoder_stack.layers.4.v_proj_out#r1c0,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,5,V,512,768,0,512,1536,2048,512,768,30,1,hardware_only,42,131072,1769472,0.07407407407407407,1.2303912313897905
decoder_stack.layers.4.v_proj_out#r1c1,block_5/attn.c_attn,transformer.h.5.attn.c_attn,decoder_stack.layers.4.v_proj_out,4,5,V,512,768,512,768,2048,2304,512,768,31,1,hardware_only,42,65536,1769472,0.037037037037037035,1.2303912313897905
decoder_stack.layers.4.out_proj#r0c0,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,4,,0,512,0,512,0,512,0,512,32,1,hardware_only,42,262144,589824,0.4444444444444444,0.03443619924909243
decoder_stack.layers.4.out_proj#r0c1,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,4,,0,512,512,768,512,768,0,512,33,1,hardware_only,42,131072,589824,0.2222222222222222,0.03443619924909243
decoder_stack.layers.4.out_proj#r1c0,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,4,,512,768,0,512,0,512,512,768,34,1,hardware_only,42,131072,589824,0.2222222222222222,0.03443619924909243
decoder_stack.layers.4.out_proj#r1c1,block_4/attn.c_proj,transformer.h.4.attn.c_proj,decoder_stack.layers.4.out_proj,4,4,,512,768,512,768,512,768,512,768,35,1,hardware_only,42,65536,589824,0.1111111111111111,0.03443619924909243
decoder_stack.layers.4.ffn1#r0c0,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,0,512,0,512,0,512,0,512,36,1,hardware_only,42,262144,2359296,0.1111111111111111,0.5316511568749547
decoder_stack.layers.4.ffn1#r0c1,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,0,512,512,1024,512,1024,0,512,39,1,hardware_only,42,262144,2359296,0.1111111111111111,0.5316511568749547
decoder_stack.layers.4.ffn1#r0c2,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,0,512,1024,1536,1024,1536,0,512,40,1,hardware_only,42,262144,2359296,0.1111111111111111,0.5316511568749547
decoder_stack.layers.4.ffn1#r0c3,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,0,512,1536,2048,1536,2048,0,512,42,1,hardware_only,42,262144,2359296,0.1111111111111111,0.5316511568749547
decoder_stack.layers.4.ffn1#r0c4,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,0,512,2048,2560,2048,2560,0,512,44,1,hardware_only,42,262144,2359296,0.1111111111111111,0.5316511568749547
decoder_stack.layers.4.ffn1#r0c5,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,0,512,2560,3072,2560,3072,0,512,45,1,hardware_only,42,262144,2359296,0.1111111111111111,0.5316511568749547
decoder_stack.layers.4.ffn1#r1c0,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,512,768,0,512,0,512,512,768,47,1,hardware_only,42,131072,2359296,0.05555555555555555,0.5316511568749547
decoder_stack.layers.4.ffn1#r1c1,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,512,768,512,1024,512,1024,512,768,48,1,hardware_only,42,131072,2359296,0.05555555555555555,0.5316511568749547
decoder_stack.layers.4.ffn1#r1c2,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,512,768,1024,1536,1024,1536,512,768,49,1,hardware_only,42,131072,2359296,0.05555555555555555,0.5316511568749547
decoder_stack.layers.4.ffn1#r1c3,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,512,768,1536,2048,1536,2048,512,768,50,1,hardware_only,42,131072,2359296,0.05555555555555555,0.5316511568749547
decoder_stack.layers.4.ffn1#r1c4,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,512,768,2048,2560,2048,2560,512,768,51,1,hardware_only,42,131072,2359296,0.05555555555555555,0.5316511568749547
decoder_stack.layers.4.ffn1#r1c5,block_4/mlp.c_fc,transformer.h.4.mlp.c_fc,decoder_stack.layers.4.ffn1,4,4,,512,768,2560,3072,2560,3072,512,768,52,1,hardware_only,42,131072,2359296,0.05555555555555555,0.5316511568749547
decoder_stack.layers.4.ffn2#r0c0,block_4/mlp.c_proj,transformer.h.4.mlp.c_proj,decoder_stack.layers.4.ffn2,4,4,,0,512,0,512,0,512,0,512,53,1,hardware_only,42,262144,2359296,0.1111111111111111,0.34283692270215055
decoder_stack.layers.4.ffn2#r0c1,block_4/mlp.c_proj,transformer.h.4.mlp.c_proj,decoder_stack.layers.4.ffn2,4,4,,0,512,512,768,512,768,0,512,54,1,hardware_only,42,131072,2359296,0.05555555555555555,0.34283692270215055
decoder_stack.layers.4.ffn2#r1c0,block_4/mlp.c_proj,transformer.h.4.mlp.c_proj,decoder_stack.layers.4.ffn2,4,4,,512,1024,0,512,0,512,512,1024,55,1,hardware_only,42,262144,2359296,0.1111111111111111,0.34283692270215055
